670,0.0177848
672.8,0.0371331
675.6,0.0465144
678.4,0.0780022
681.2,0
684,0.182678
686.8,0.260202
689.6,0.112199
692.4,0.481954
695.2,0.258629
698,0.770929
700.8,0.325271
703.6,0.36365
706.4,0.614901
709.2,0.231708
712,0.310889
714.8,0.0387206
717.6,0.135292
720.4,0.202374
723.2,0.325082
726,0.222739
728.8,0.219519
731.6,0.232777
734.4,0.00689339
737.2,0.00799633
740,0
742.8,0.296275
745.6,0.290036
748.4,0.295928
751.2,0.280834
754,0.298793
756.8,0.33673
759.6,0.287785
762.4,0.178173
765.2,0.0130059
768,0
770.8,0.0196246
773.6,0.309727
776.4,0.109489
779.2,0.112268
782,0.111333
784.8,0.284222
787.6,0.188252
790.4,0.0637746
793.2,0.410574
796,0.0550341
798.8,1.10397
801.6,0.0629028
804.4,0.436457
807.2,0.0955036
810,0.261399
812.8,0.335128
815.6,0
818.4,0.0175927
821.2,0.291545
824,0.192047
826.8,0.0614171
829.6,0.235121
832.4,0.0275
835.2,0.0547438
838,0.0522147
840.8,0.692352
843.6,0.299123
846.4,0.0350409
849.2,0.833222
852,1.34222
854.8,0.025296
857.6,0.220739
860.4,0.240553
863.2,0.574296
866,0.0718051
868.8,0.0930097
871.6,0
874.4,0.0156441
877.2,0.728596
880,0.213264
882.8,0.1978
885.6,0.0751623
888.4,0.100088
891.2,0.009375
894,0.0378635
896.8,0.280973
899.6,0.772497
902.4,0.740121
905.2,0.264796
908,0.0803207
910.8,0.153532
913.6,0.198865
916.4,0.0698548
919.2,0.0464481
922,0.0636526
924.8,0.0225147
927.6,0.367449
930.4,0.18563
933.2,0.0531899
936,0.0824499
938.8,0.247225
941.6,0
944.4,0.224765
947.2,0.112791
950,0.100263
952.8,0.266766
955.6,0.188824
958.4,0
961.2,0
964,0.367862
966.8,0.15927
969.6,0.0305648
972.4,0.0109325
975.2,0.0151025
978,0.194396
980.8,0.62889
983.6,0.395347
986.4,0.179088
989.2,0.664419
992,0.0757341
994.8,0.0616214
997.6,0.0980584
1000.4,0.519945
1003.2,0.265319
1006,0.382372
1008.8,0.170597
1011.6,0.31615
1014.4,0.216011
1017.2,0.206703
1020,0.242669
1022.8,0.477567
1025.6,0.0786139
1028.4,0.670676
1031.2,0.452463
1034,0.283117
1036.8,0.377611
1039.6,0.227743
1042.4,0.422029
1045.2,0.24427
1048,0.466251
1050.8,0.389227
1053.6,0.0307132
1056.4,0
1059.2,0.116808
1062,0.140083
1064.8,0.145746
1067.6,0.150017
1070.4,0.288338
1073.2,0.173892
1076,0.545407
1078.8,0.673609
1081.6,0.422216
1084.4,0.477569
1087.2,0.449252
1090,0
1092.8,0.0304452
1095.6,0.0115294
1098.4,0.0629602
1101.2,0.431111
1104,0.5687
1106.8,0.726423
1109.6,0.202604
1112.4,0.301044
1115.2,0.0206059
1118,0.485663
1120.8,0.329282
1123.6,0.142821
1126.4,0
1129.2,0.0641384
1132,0.168763
1134.8,0.276056
1137.6,0.0702391
1140.4,0.135694
1143.2,0.112909
1146,0.137628
1148.8,0.140649
1151.6,0.318298
1154.4,0.19331
1157.2,0
1160,0.0294117
1162.8,0.324781
1165.6,0.0150961
1168.4,0.146407
1171.2,0.218174
1174,0.290369
1176.8,0.535721
1179.6,0.0926923
1182.4,0.120133
1185.2,0.289767
1188,0.160772
1190.8,0.137129
1193.6,0.0423883
1196.4,0.0150164
1199.2,0
1202,0
1204.8,0.0793249
1207.6,0.041034
1210.4,0
1213.2,0.108735
1216,0.423263
1218.8,0.0524365
1221.6,0.0432929
1224.4,0.462797
1227.2,0.23718
1230,0.0432486
1232.8,0
1235.6,0.254731
1238.4,0.880928
1241.2,0.429038
1244,0.210757
1246.8,0.145299
1249.6,0.197768
1252.4,0.221751
1255.2,0.0608523
1258,0.00133272
1260.8,0.26478
1263.6,0.642482
1266.4,0.651507
